0.01,0.209277932,0.207088072
0.02,0.190268289,0.188078428
0.03,0.183926311,0.18173645
0.04,0.189773776,0.187583915
0.05,0.191775274,0.189585413
0.06,0.192158647,0.189968786
0.07,0.191781761,0.1895919
0.08,0.19102797,0.188838109
0.09,0.190086062,0.187896201
0.1,0.189055351,0.18686549
0.11,0.18799041,0.185800549
0.12,0.186922035,0.184732175
0.13,0.185867764,0.183677903
0.14,0.184837493,0.182647632
0.15,0.183836569,0.181646708
0.16,0.182867605,0.180677744
0.17,0.181931543,0.179741682
0.18,0.181028317,0.178838456
0.19,0.18015724,0.177967379
0.2,0.179317261,0.1771274
0.21,0.178507148,0.176317287
0.22,0.177725558,0.175535697
0.23,0.176971126,0.174781265
0.24,0.176242491,0.17405263
0.25,0.175538343,0.173348483
0.26,0.174990187,0.172800326
0.27,0.174463288,0.172273427
0.28,0.173956517,0.171766656
0.29,0.173468802,0.171278941
0.3,0.172999141,0.17080928
0.31,0.172546601,0.17035674
0.32,0.172110302,0.169920442
0.33,0.171689422,0.169499561
0.34,0.171283199,0.169093338
0.35,0.170890911,0.16870105
0.36,0.170511887,0.168322026
0.37,0.170145499,0.167955638
0.38,0.169791157,0.167601296
0.39,0.169448309,0.167258449
0.4,0.169116435,0.166926574
0.41,0.168795052,0.166605191
0.42,0.1684837,0.166293839
0.43,0.168181947,0.165992086
0.44,0.167889393,0.165699532
0.45,0.167605652,0.165415791
0.46,0.167330369,0.165140508
0.47,0.167063199,0.164873338
0.48,0.166803826,0.164613965
0.49,0.166551945,0.164362084
0.5,0.166307276,0.164117415
0.51,0.166043937,0.163854076
0.52,0.165817568,0.163627707
0.53,0.16559924,0.163409379
0.54,0.165388757,0.163198896
0.55,0.165185865,0.162996005
0.56,0.164990388,0.162800527
0.57,0.16480211,0.162612249
0.58,0.164620827,0.162430966
0.59,0.164446389,0.162212096
0.6,0.164278594,0.161999869
0.61,0.164338418,0.162015261
0.62,0.164395819,0.162028231
0.63,0.164458645,0.162046624
0.64,0.164526752,0.1620703
0.65,0.164600008,0.162099124
0.66,0.164678325,0.162133008
0.67,0.164761564,0.162171816
0.68,0.164849648,0.162215467
0.69,0.164942449,0.162263836
0.7,0.165039896,0.162316852
0.71,0.165141885,0.162374409
0.72,0.165248314,0.162436406
0.73,0.165359124,0.162502784
0.74,0.165474208,0.162573435
0.75,0.165593512,0.162648308
