Time (s),X (m),Y (m),Velocity (m/s),Acceleration (g),Mass (kg),Thrust (N),Drag (custom),Comment
6.0,0,529.462109462,68.9709681301,-0.668062349643,1.4968536,0.0,-9.80991693959,
6.01,0,530.151163774,68.9054312131,-0.668062360377,1.4968536,0.0,-9.80991709722,
6.02,0,530.839562717,68.839894295,-0.668062371102,1.4968536,0.0,-9.80991725469,
6.03,0,531.527306291,68.7743573758,-0.668062381816,1.4968536,0.0,-9.80991741202,
6.04,0,532.214394495,68.7088204557,-0.668062392519,1.4968536,0.0,-9.80991756919,
6.05,0,532.900827331,68.6432835344,-0.668062403213,1.4968536,0.0,-9.80991772622,
6.06,0,533.586604797,68.5777466122,-0.668062413896,1.4968536,0.0,-9.8099178831,
6.07,0,534.271726894,68.5122096888,-0.66806242457,1.4968536,0.0,-9.80991803982,
6.08,0,534.956193621,68.4466727644,-0.668062435233,1.4968536,0.0,-9.8099181964,
6.09,0,535.64000498,68.381135839,-0.668062445885,1.4968536,0.0,-9.80991835283,
6.1,0,536.323160969,68.3155989126,-0.668062456528,1.4968536,0.0,-9.8099185091,
6.11,0,537.005661589,68.2500619851,-0.668062467161,1.4968536,0.0,-9.80991866523,
6.12,0,537.687506839,68.1845250565,-0.668062477783,1.4968536,0.0,-9.80991882121,
6.13,0,538.36869672,68.1189881269,-0.668062488395,1.4968536,0.0,-9.80991897704,
6.14,0,539.049231232,68.0534511963,-0.668062498997,1.4968536,0.0,-9.80991913272,
6.15,0,539.729110375,67.9879142646,-0.668062509588,1.4968536,0.0,-9.80991928825,
6.16,0,540.408334148,67.9223773319,-0.66806252017,1.4968536,0.0,-9.80991944363,
6.17,0,541.086902552,67.8568403982,-0.668062530741,1.4968536,0.0,-9.80991959886,
6.18,0,541.764815587,67.7913034634,-0.668062541302,1.4968536,0.0,-9.80991975394,
6.19,0,542.442073252,67.7257665276,-0.668062551853,1.4968536,0.0,-9.80991990887,
6.2,0,543.118675548,67.6602295907,-0.668062562394,1.4968536,0.0,-9.80992006365,
6.21,0,543.794622475,67.5946926541,-0.668062546654,1.4968536,0.0,-9.80991983253,
6.22,0,544.469914032,67.5291557178,-0.668062557225,1.4968536,0.0,-9.80991998775,
6.23,0,545.14455022,67.4636187804,-0.668062567786,1.4968536,0.0,-9.80992014283,
6.24,0,545.818531038,67.398081842,-0.668062578337,1.4968536,0.0,-9.80992029776,
6.25,0,546.491856487,67.3325449025,-0.668062588877,1.4968536,0.0,-9.80992045254,
6.26,0,547.164526567,67.267007962,-0.668062599407,1.4968536,0.0,-9.80992060716,
6.27,0,547.836541277,67.2014710205,-0.668062609927,1.4968536,0.0,-9.80992076164,
6.28,0,548.507900618,67.135934078,-0.668062620437,1.4968536,0.0,-9.80992091596,
6.29,0,549.178604589,67.0703971344,-0.668062630936,1.4968536,0.0,-9.80992107014,
6.3,0,549.848653191,67.0048601898,-0.668062641426,1.4968536,0.0,-9.80992122416,
6.31,0,550.518046423,66.9393232441,-0.668062651905,1.4968536,0.0,-9.80992137804,
6.32,0,551.186784286,66.8737862975,-0.668062662373,1.4968536,0.0,-9.80992153176,
6.33,0,551.85486678,66.8082493498,-0.668062672832,1.4968536,0.0,-9.80992168534,
6.34,0,552.522293904,66.7427124011,-0.66806268328,1.4968536,0.0,-9.80992183876,
6.35,0,553.189065658,66.6771754513,-0.668062693718,1.4968536,0.0,-9.80992199203,
6.36,0,553.855182043,66.6116385005,-0.668062704146,1.4968536,0.0,-9.80992214515,
6.37,0,554.520643059,66.5461015488,-0.668062714563,1.4968536,0.0,-9.80992229812,
6.38,0,555.185448705,66.480564596,-0.66806272497,1.4968536,0.0,-9.80992245095,
6.39,0,555.849598981,66.4150276421,-0.668062735367,1.4968536,0.0,-9.80992260362,
6.4,0,556.513093888,66.3494906873,-0.668062745754,1.4968536,0.0,-9.80992275614,
6.41,0,557.175933425,66.2839537314,-0.668062756131,1.4968536,0.0,-9.80992290851,
6.42,0,557.838117593,66.2184167745,-0.668062766497,1.4968536,0.0,-9.80992306073,
6.43,0,558.499646391,66.1528798166,-0.668062776853,1.4968536,0.0,-9.8099232128,
6.44,0,559.16051982,66.0873428577,-0.668062787199,1.4968536,0.0,-9.80992336472,
6.45,0,559.820737879,66.0218058978,-0.668062797534,1.4968536,0.0,-9.80992351648,
6.46,0,560.480300568,65.9562689368,-0.668062807859,1.4968536,0.0,-9.8099236681,
6.47,0,561.139207888,65.8907319749,-0.668062818175,1.4968536,0.0,-9.80992381957,
6.48,0,561.797459838,65.8251950119,-0.668062828479,1.4968536,0.0,-9.80992397089,
6.49,0,562.455056419,65.7596580479,-0.668062838774,1.4968536,0.0,-9.80992412205,
6.5,0,563.11199763,65.6941210829,-0.668062849058,1.4968536,0.0,-9.80992427307,
6.51,0,563.768283471,65.6285841169,-0.668062859332,1.4968536,0.0,-9.80992442393,
6.52,0,564.423913942,65.5630471499,-0.668062869596,1.4968536,0.0,-9.80992457465,
6.53,0,565.078889044,65.4975101819,-0.66806287985,1.4968536,0.0,-9.80992472521,
6.54,0,565.733208776,65.4319732129,-0.668062890093,1.4968536,0.0,-9.80992487563,
6.55,0,566.386873139,65.3664362429,-0.668062900326,1.4968536,0.0,-9.80992502589,
6.56,0,567.039882131,65.3008992719,-0.668062910549,1.4968536,0.0,-9.80992517601,
6.57,0,567.692235754,65.2353622998,-0.668062920762,1.4968536,0.0,-9.80992532597,
6.58,0,568.343934008,65.1698253268,-0.668062930964,1.4968536,0.0,-9.80992547578,
6.59,0,568.994976891,65.1042883528,-0.668062941156,1.4968536,0.0,-9.80992562544,
6.6,0,569.645364405,65.0387513778,-0.668062951338,1.4968536,0.0,-9.80992577496,
6.61,0,570.295096549,64.9732144017,-0.668062961509,1.4968536,0.0,-9.80992592432,
6.62,0,570.944173323,64.9076774247,-0.668062971671,1.4968536,0.0,-9.80992607353,
6.63,0,571.592594728,64.8421404467,-0.668062981822,1.4968536,0.0,-9.80992622259,
6.64,0,572.240360762,64.7766034677,-0.668062991963,1.4968536,0.0,-9.8099263715,
6.65,0,572.887471427,64.7110664877,-0.668063002094,1.4968536,0.0,-9.80992652026,
6.66,0,573.533926722,64.6455295067,-0.668063012214,1.4968536,0.0,-9.80992666887,
6.67,0,574.179726647,64.5799925247,-0.668063022324,1.4968536,0.0,-9.80992681733,
6.68,0,574.824871203,64.5144555417,-0.668063032424,1.4968536,0.0,-9.80992696564,
6.69,0,575.469360388,64.4489185577,-0.668063042514,1.4968536,0.0,-9.80992711379,
6.7,0,576.113194204,64.3833815727,-0.668063052593,1.4968536,0.0,-9.8099272618,
6.71,0,576.75637265,64.3178445868,-0.668063062662,1.4968536,0.0,-9.80992740966,
6.72,0,577.398895726,64.2523075999,-0.668063072721,1.4968536,0.0,-9.80992755737,
6.73,0,578.040763432,64.1867706119,-0.66806308277,1.4968536,0.0,-9.80992770492,
6.74,0,578.681975768,64.121233623,-0.668063092808,1.4968536,0.0,-9.80992785233,
6.75,0,579.322532735,64.0556966331,-0.668063102837,1.4968536,0.0,-9.80992799958,
6.76,0,579.962434331,63.9901596422,-0.668063112855,1.4968536,0.0,-9.80992814669,
6.77,0,580.601680558,63.9246226504,-0.668063122862,1.4968536,0.0,-9.80992829364,
6.78,0,581.240271414,63.8590856587,-0.668063108545,1.4968536,0.0,-9.80992808341,
6.79,0,581.878206901,63.7935486673,-0.668063118582,1.4968536,0.0,-9.80992823079,
6.8,0,582.515487018,63.7280116749,-0.668063128609,1.4968536,0.0,-9.80992837803,
6.81,0,583.152111764,63.6624746815,-0.668063138625,1.4968536,0.0,-9.80992852511,
6.82,0,583.788081141,63.5969376871,-0.668063148631,1.4968536,0.0,-9.80992867204,
6.83,0,584.423395148,63.5314006917,-0.668063158627,1.4968536,0.0,-9.80992881882,
6.84,0,585.058053785,63.4658636953,-0.668063168613,1.4968536,0.0,-9.80992896545,
6.85,0,585.692057052,63.400326698,-0.668063178588,1.4968536,0.0,-9.80992911193,
6.86,0,586.325404949,63.3347896997,-0.668063188553,1.4968536,0.0,-9.80992925826,
6.87,0,586.958097476,63.2692527004,-0.668063198508,1.4968536,0.0,-9.80992940443,
6.88,0,587.590134633,63.2037157002,-0.668063208452,1.4968536,0.0,-9.80992955046,
6.89,0,588.22151642,63.1381786989,-0.668063218386,1.4968536,0.0,-9.80992969633,
6.9,0,588.852242837,63.0726416967,-0.66806322831,1.4968536,0.0,-9.80992984206,
6.91,0,589.482313884,63.0071046935,-0.668063238224,1.4968536,0.0,-9.80992998763,
6.92,0,590.111729561,62.9415676894,-0.668063248127,1.4968536,0.0,-9.80993013305,
6.93,0,590.740489868,62.8760306842,-0.66806325802,1.4968536,0.0,-9.80993027832,
6.94,0,591.368594805,62.8104936781,-0.668063267902,1.4968536,0.0,-9.80993042343,
6.95,0,591.996044371,62.7449566711,-0.668063277775,1.4968536,0.0,-9.8099305684,
6.96,0,592.622838568,62.679419663,-0.668063287637,1.4968536,0.0,-9.80993071322,
6.97,0,593.248977394,62.613882654,-0.668063297489,1.4968536,0.0,-9.80993085788,
6.98,0,593.874460851,62.5483456441,-0.66806330733,1.4968536,0.0,-9.80993100239,
6.99,0,594.499288937,62.4828086331,-0.668063317161,1.4968536,0.0,-9.80993114676,
7.0,0,595.123461653,62.4172716213,-0.668063326982,1.4968536,0.0,-9.80993129097,
7.01,0,595.746979,62.3517346084,-0.668063336793,1.4968536,0.0,-9.80993143503,
7.02,0,596.369840975,62.2861975946,-0.668063346593,1.4968536,0.0,-9.80993157893,
7.03,0,596.992047581,62.2206605798,-0.668063356383,1.4968536,0.0,-9.80993172269,
7.04,0,597.613598817,62.1551235641,-0.668063366162,1.4968536,0.0,-9.8099318663,
7.05,0,598.234494682,62.0895865474,-0.668063375932,1.4968536,0.0,-9.80993200975,
7.06,0,598.854735178,62.0240495297,-0.668063385691,1.4968536,0.0,-9.80993215306,
7.07,0,599.474320303,61.9585125111,-0.66806339544,1.4968536,0.0,-9.80993229621,
7.08,0,600.093250058,61.8929754915,-0.668063405178,1.4968536,0.0,-9.80993243921,
7.09,0,600.711524442,61.827438471,-0.668063414906,1.4968536,0.0,-9.80993258206,
7.1,0,601.329143457,61.7619014495,-0.668063424624,1.4968536,0.0,-9.80993272476,
7.11,0,601.946107101,61.6963644271,-0.668063434332,1.4968536,0.0,-9.80993286731,
7.12,0,602.562415375,61.6308274037,-0.668063444029,1.4968536,0.0,-9.8099330097,
7.13,0,603.178068279,61.5652903794,-0.668063453716,1.4968536,0.0,-9.80993315195,
7.14,0,603.793065813,61.4997533541,-0.668063463393,1.4968536,0.0,-9.80993329404,
7.15,0,604.407407976,61.4342163278,-0.668063473059,1.4968536,0.0,-9.80993343599,
7.16,0,605.021094769,61.3686793007,-0.668063482716,1.4968536,0.0,-9.80993357778,
7.17,0,605.634126192,61.3031422725,-0.668063492361,1.4968536,0.0,-9.80993371942,
7.18,0,606.246502244,61.2376052435,-0.668063501997,1.4968536,0.0,-9.80993386091,
7.19,0,606.858222926,61.1720682134,-0.668063511622,1.4968536,0.0,-9.80993400225,
7.2,0,607.469288238,61.1065311825,-0.668063521237,1.4968536,0.0,-9.80993414343,
7.21,0,608.079698179,61.0409941506,-0.668063530842,1.4968536,0.0,-9.80993428447,
7.22,0,608.689452751,60.9754571177,-0.668063540436,1.4968536,0.0,-9.80993442535,
7.23,0,609.298551951,60.9099200839,-0.66806355002,1.4968536,0.0,-9.80993456609,
7.24,0,609.906995782,60.8443830492,-0.668063559594,1.4968536,0.0,-9.80993470667,
7.25,0,610.514784242,60.7788460135,-0.668063569157,1.4968536,0.0,-9.8099348471,
7.26,0,611.121917332,60.7133089769,-0.668063578711,1.4968536,0.0,-9.80993498738,
7.27,0,611.728395051,60.6477719394,-0.668063588253,1.4968536,0.0,-9.80993512751,
7.28,0,612.3342174,60.5822349009,-0.668063597786,1.4968536,0.0,-9.80993526749,
7.29,0,612.939384379,60.5166978615,-0.668063607308,1.4968536,0.0,-9.80993540732,
7.3,0,613.543895987,60.4511608212,-0.66806361682,1.4968536,0.0,-9.80993554699,
7.31,0,614.147752225,60.3856237799,-0.668063626322,1.4968536,0.0,-9.80993568651,
7.32,0,614.750953092,60.3200867377,-0.668063635813,1.4968536,0.0,-9.80993582589,
7.33,0,615.353498589,60.2545496946,-0.668063645295,1.4968536,0.0,-9.80993596511,
7.34,0,615.955388716,60.1890126505,-0.668063654765,1.4968536,0.0,-9.80993610418,
7.35,0,616.556623472,60.1234756055,-0.668063664226,1.4968536,0.0,-9.8099362431,
7.36,0,617.157202857,60.0579385607,-0.668063651385,1.4968536,0.0,-9.80993605454,
7.37,0,617.757126873,59.992401516,-0.668063660874,1.4968536,0.0,-9.80993619387,
7.38,0,618.356395517,59.9268644704,-0.668063670352,1.4968536,0.0,-9.80993633305,
7.39,0,618.955008792,59.8613274239,-0.66806367982,1.4968536,0.0,-9.80993647208,
7.4,0,619.552966695,59.7957903764,-0.668063689277,1.4968536,0.0,-9.80993661095,
7.41,0,620.150269229,59.730253328,-0.668063698724,1.4968536,0.0,-9.80993674968,
7.42,0,620.746916391,59.6647162787,-0.668063708161,1.4968536,0.0,-9.80993688825,
7.43,0,621.342908184,59.5991792285,-0.668063717587,1.4968536,0.0,-9.80993702667,
7.44,0,621.938244605,59.5336421773,-0.668063727003,1.4968536,0.0,-9.80993716493,
7.45,0,622.532925657,59.4681051253,-0.668063736409,1.4968536,0.0,-9.80993730305,
7.46,0,623.126951337,59.4025680723,-0.668063745804,1.4968536,0.0,-9.80993744101,
7.47,0,623.720321648,59.3370310183,-0.668063755189,1.4968536,0.0,-9.80993757882,
7.48,0,624.313036587,59.2714939635,-0.668063764564,1.4968536,0.0,-9.80993771648,
7.49,0,624.905096156,59.2059569077,-0.668063773928,1.4968536,0.0,-9.80993785399,
7.5,0,625.496500355,59.140419851,-0.668063783282,1.4968536,0.0,-9.80993799134,
7.51,0,626.087249183,59.0748827934,-0.668063792626,1.4968536,0.0,-9.80993812854,
7.52,0,626.67734264,59.0093457349,-0.668063801959,1.4968536,0.0,-9.80993826559,
7.53,0,627.266780727,58.9438086755,-0.668063811282,1.4968536,0.0,-9.80993840249,
7.54,0,627.855563443,58.8782716152,-0.668063820595,1.4968536,0.0,-9.80993853924,
7.55,0,628.443690789,58.8127345539,-0.668063829897,1.4968536,0.0,-9.80993867584,
7.56,0,629.031162763,58.7471974917,-0.668063839189,1.4968536,0.0,-9.80993881228,
7.57,0,629.617979368,58.6816604287,-0.66806384847,1.4968536,0.0,-9.80993894857,
7.58,0,630.204140601,58.6161233647,-0.668063857742,1.4968536,0.0,-9.80993908471,
7.59,0,630.789646464,58.5505862998,-0.668063867002,1.4968536,0.0,-9.8099392207,
7.6,0,631.374496957,58.485049234,-0.668063876253,1.4968536,0.0,-9.80993935653,
7.61,0,631.958692078,58.4195121672,-0.668063885493,1.4968536,0.0,-9.80993949222,
7.62,0,632.542231829,58.3539750996,-0.668063894723,1.4968536,0.0,-9.80993962775,
7.63,0,633.12511621,58.2884380311,-0.668063903942,1.4968536,0.0,-9.80993976313,
7.64,0,633.707345219,58.2229009617,-0.668063913151,1.4968536,0.0,-9.80993989835,
7.65,0,634.288918858,58.1573638913,-0.66806392235,1.4968536,0.0,-9.80994003343,
7.66,0,634.869837126,58.0918268201,-0.668063931538,1.4968536,0.0,-9.80994016835,
7.67,0,635.450100024,58.026289748,-0.668063940716,1.4968536,0.0,-9.80994030312,
7.68,0,636.029707551,57.9607526749,-0.668063949884,1.4968536,0.0,-9.80994043774,
7.69,0,636.608659707,57.895215601,-0.668063959042,1.4968536,0.0,-9.80994057221,
7.7,0,637.186956492,57.8296785262,-0.668063968189,1.4968536,0.0,-9.80994070653,
7.71,0,637.764597906,57.7641414504,-0.668063977325,1.4968536,0.0,-9.80994084069,
7.72,0,638.34158395,57.6986043738,-0.668063986451,1.4968536,0.0,-9.8099409747,
7.73,0,638.917914623,57.6330672963,-0.668063995567,1.4968536,0.0,-9.80994110856,
7.74,0,639.493589925,57.5675302179,-0.668064004673,1.4968536,0.0,-9.80994124227,
7.75,0,640.068609857,57.5019931386,-0.668064013768,1.4968536,0.0,-9.80994137583,
7.76,0,640.642974417,57.4364560584,-0.668064022853,1.4968536,0.0,-9.80994150923,
7.77,0,641.216683607,57.3709189773,-0.668064031928,1.4968536,0.0,-9.80994164248,
7.78,0,641.789737426,57.3053818953,-0.668064040992,1.4968536,0.0,-9.80994177558,
7.79,0,642.362135874,57.2398448125,-0.668064050046,1.4968536,0.0,-9.80994190853,
7.8,0,642.933878951,57.1743077287,-0.668064059089,1.4968536,0.0,-9.80994204133,
7.81,0,643.504966658,57.1087706441,-0.668064068123,1.4968536,0.0,-9.80994217397,
7.82,0,644.075398993,57.0432335585,-0.668064077145,1.4968536,0.0,-9.80994230646,
7.83,0,644.645175958,56.9776964721,-0.668064086158,1.4968536,0.0,-9.8099424388,
7.84,0,645.214297552,56.9121593848,-0.66806409516,1.4968536,0.0,-9.80994257099,
7.85,0,645.782763775,56.8466222967,-0.668064104152,1.4968536,0.0,-9.80994270303,
7.86,0,646.350574627,56.7810852076,-0.668064113133,1.4968536,0.0,-9.80994283491,
7.87,0,646.917730108,56.7155481177,-0.668064122104,1.4968536,0.0,-9.80994296665,
7.88,0,647.484230218,56.6500110269,-0.668064131065,1.4968536,0.0,-9.80994309823,
7.89,0,648.050074958,56.5844739352,-0.668064140015,1.4968536,0.0,-9.80994322966,
7.9,0,648.615264326,56.5189368426,-0.668064148955,1.4968536,0.0,-9.80994336093,
7.91,0,649.179798324,56.4533997491,-0.668064157885,1.4968536,0.0,-9.80994349206,
7.92,0,649.74367695,56.3878626548,-0.668064166804,1.4968536,0.0,-9.80994362303,
7.93,0,650.306900206,56.3223255606,-0.668064155417,1.4968536,0.0,-9.80994345582,
7.94,0,650.869468091,56.2567884665,-0.668064164363,1.4968536,0.0,-9.80994358718,
7.95,0,651.431380604,56.1912513716,-0.668064173298,1.4968536,0.0,-9.80994371839,
7.96,0,651.992637747,56.1257142757,-0.668064182223,1.4968536,0.0,-9.80994384944,
7.97,0,652.553239519,56.060177179,-0.668064191138,1.4968536,0.0,-9.80994398035,
7.98,0,653.11318592,55.9946400814,-0.668064200042,1.4968536,0.0,-9.8099441111,
7.99,0,653.672476949,55.929102983,-0.668064208936,1.4968536,0.0,-9.80994424169,
8.0,0,654.231112608,55.8635658836,-0.668064217819,1.4968536,0.0,-9.80994437214,
8.01,0,654.789092896,55.7980287834,-0.668064226692,1.4968536,0.0,-9.80994450243,
8.02,0,655.346417813,55.7324916823,-0.668064235555,1.4968536,0.0,-9.80994463257,
8.03,0,655.903087359,55.6669545804,-0.668064244407,1.4968536,0.0,-9.80994476256,
8.04,0,656.459101534,55.6014174776,-0.668064253249,1.4968536,0.0,-9.80994489239,
8.05,0,657.014460337,55.5358803739,-0.66806426208,1.4968536,0.0,-9.80994502207,
8.06,0,657.56916377,55.4703432694,-0.668064270901,1.4968536,0.0,-9.8099451516,
8.07,0,658.123211832,55.404806164,-0.668064279711,1.4968536,0.0,-9.80994528097,
8.08,0,658.676604522,55.3392690577,-0.668064288512,1.4968536,0.0,-9.8099454102,
8.09,0,659.229341842,55.2737319506,-0.668064297301,1.4968536,0.0,-9.80994553927,
8.1,0,659.78142379,55.2081948426,-0.668064306081,1.4968536,0.0,-9.80994566818,
8.11,0,660.332850367,55.1426577337,-0.66806431485,1.4968536,0.0,-9.80994579695,
8.12,0,660.883621574,55.077120624,-0.668064323608,1.4968536,0.0,-9.80994592556,
8.13,0,661.433737409,55.0115835134,-0.668064332356,1.4968536,0.0,-9.80994605402,
8.14,0,661.983197873,54.946046402,-0.668064341094,1.4968536,0.0,-9.80994618232,
8.15,0,662.532002966,54.8805092897,-0.668064349821,1.4968536,0.0,-9.80994631048,
8.16,0,663.080152688,54.8149721765,-0.668064358538,1.4968536,0.0,-9.80994643848,
8.17,0,663.627647038,54.7494350626,-0.668064367245,1.4968536,0.0,-9.80994656632,
8.18,0,664.174486018,54.6838979477,-0.668064375941,1.4968536,0.0,-9.80994669402,
8.19,0,664.720669626,54.618360832,-0.668064384627,1.4968536,0.0,-9.80994682156,
8.2,0,665.266197863,54.5528237154,-0.668064393302,1.4968536,0.0,-9.80994694895,
8.21,0,665.811070729,54.487286598,-0.668064401967,1.4968536,0.0,-9.80994707619,
8.22,0,666.355288224,54.4217494798,-0.668064410621,1.4968536,0.0,-9.80994720327,
8.23,0,666.898850347,54.3562123607,-0.668064419265,1.4968536,0.0,-9.8099473302,
8.24,0,667.4417571,54.2906752407,-0.668064427899,1.4968536,0.0,-9.80994745698,
8.25,0,667.984008481,54.2251381199,-0.668064436522,1.4968536,0.0,-9.80994758361,
8.26,0,668.525604491,54.1596009983,-0.668064445135,1.4968536,0.0,-9.80994771008,
8.27,0,669.06654513,54.0940638758,-0.668064453738,1.4968536,0.0,-9.8099478364,
8.28,0,669.606830397,54.0285267524,-0.66806446233,1.4968536,0.0,-9.80994796257,
8.29,0,670.146460294,53.9629896283,-0.668064470912,1.4968536,0.0,-9.80994808858,
8.3,0,670.685434819,53.8974525032,-0.668064479483,1.4968536,0.0,-9.80994821444,
8.31,0,671.223753972,53.8319153774,-0.668064488044,1.4968536,0.0,-9.80994834015,
8.32,0,671.761417755,53.7663782507,-0.668064496594,1.4968536,0.0,-9.80994846571,
8.33,0,672.298426166,53.7008411232,-0.668064505134,1.4968536,0.0,-9.80994859111,
8.34,0,672.834779206,53.6353039948,-0.668064513664,1.4968536,0.0,-9.80994871636,
8.35,0,673.370476875,53.5697668656,-0.668064522183,1.4968536,0.0,-9.80994884146,
8.36,0,673.905519172,53.5042297355,-0.668064530692,1.4968536,0.0,-9.8099489664,
8.37,0,674.439906098,53.4386926047,-0.66806453919,1.4968536,0.0,-9.8099490912,
8.38,0,674.973637653,53.3731554729,-0.668064547678,1.4968536,0.0,-9.80994921584,
8.39,0,675.506713836,53.3076183404,-0.668064556156,1.4968536,0.0,-9.80994934032,
8.4,0,676.039134648,53.242081207,-0.668064564623,1.4968536,0.0,-9.80994946466,
8.41,0,676.570900089,53.1765440728,-0.66806457308,1.4968536,0.0,-9.80994958884,
8.42,0,677.102010159,53.1110069378,-0.668064581527,1.4968536,0.0,-9.80994971287,
8.43,0,677.632464857,53.0454698019,-0.668064589963,1.4968536,0.0,-9.80994983674,
8.44,0,678.162264183,52.9799326652,-0.668064598388,1.4968536,0.0,-9.80994996047,
8.45,0,678.691408138,52.9143955277,-0.668064606803,1.4968536,0.0,-9.80995008404,
8.46,0,679.219896722,52.8488583894,-0.668064615208,1.4968536,0.0,-9.80995020745,
8.47,0,679.747729935,52.7833212502,-0.668064623603,1.4968536,0.0,-9.80995033072,
8.48,0,680.274907776,52.7177841102,-0.668064631987,1.4968536,0.0,-9.80995045383,
8.49,0,680.801430246,52.6522469694,-0.66806464036,1.4968536,0.0,-9.80995057679,
8.5,0,681.327297344,52.5867098287,-0.668064630444,1.4968536,0.0,-9.80995043117,
8.51,0,681.852509071,52.521172688,-0.668064638842,1.4968536,0.0,-9.80995055449,
8.52,0,682.377065426,52.4556355466,-0.66806464723,1.4968536,0.0,-9.80995067766,
8.53,0,682.90096641,52.3900984043,-0.668064655607,1.4968536,0.0,-9.80995080068,
8.54,0,683.424212023,52.3245612611,-0.668064663974,1.4968536,0.0,-9.80995092354,
8.55,0,683.946802264,52.2590241172,-0.668064672331,1.4968536,0.0,-9.80995104624,
8.56,0,684.468737134,52.1934869724,-0.668064680677,1.4968536,0.0,-9.8099511688,
8.57,0,684.990016632,52.1279498268,-0.668064689012,1.4968536,0.0,-9.8099512912,
8.58,0,685.510640759,52.0624126804,-0.668064697337,1.4968536,0.0,-9.80995141344,
8.59,0,686.030609514,51.9968755332,-0.668064705652,1.4968536,0.0,-9.80995153554,
8.6,0,686.549922898,51.9313383852,-0.668064713956,1.4968536,0.0,-9.80995165748,
8.61,0,687.06858091,51.8658012363,-0.66806472225,1.4968536,0.0,-9.80995177926,
8.62,0,687.586583551,51.8002640867,-0.668064730533,1.4968536,0.0,-9.80995190089,
8.63,0,688.103930821,51.7347269362,-0.668064738806,1.4968536,0.0,-9.80995202237,
8.64,0,688.620622719,51.6691897849,-0.668064747068,1.4968536,0.0,-9.8099521437,
8.65,0,689.136659245,51.6036526328,-0.66806475532,1.4968536,0.0,-9.80995226487,
8.66,0,689.6520404,51.5381154799,-0.668064763561,1.4968536,0.0,-9.80995238589,
8.67,0,690.166766183,51.4725783262,-0.668064771792,1.4968536,0.0,-9.80995250675,
8.68,0,690.680836595,51.4070411717,-0.668064780013,1.4968536,0.0,-9.80995262746,
8.69,0,691.194251635,51.3415040164,-0.668064788223,1.4968536,0.0,-9.80995274802,
8.7,0,691.707011303,51.2759668603,-0.668064796422,1.4968536,0.0,-9.80995286842,
8.71,0,692.2191156,51.2104297033,-0.668064804611,1.4968536,0.0,-9.80995298867,
8.72,0,692.730564526,51.1448925456,-0.66806481279,1.4968536,0.0,-9.80995310877,
8.73,0,693.24135808,51.0793553871,-0.668064820958,1.4968536,0.0,-9.80995322871,
8.74,0,693.751496262,51.0138182277,-0.668064829116,1.4968536,0.0,-9.8099533485,
8.75,0,694.260979073,50.9482810676,-0.668064837263,1.4968536,0.0,-9.80995346813,
8.76,0,694.769806512,50.8827439067,-0.6680648454,1.4968536,0.0,-9.80995358761,
8.77,0,695.277978579,50.8172067449,-0.668064853526,1.4968536,0.0,-9.80995370694,
8.78,0,695.785495275,50.7516695824,-0.668064861642,1.4968536,0.0,-9.80995382612,
8.79,0,696.292356599,50.6861324191,-0.668064869747,1.4968536,0.0,-9.80995394514,
8.8,0,696.798562552,50.6205952549,-0.668064877842,1.4968536,0.0,-9.809954064,
8.81,0,697.304113133,50.55505809,-0.668064885927,1.4968536,0.0,-9.80995418272,
8.82,0,697.809008342,50.4895209243,-0.668064894001,1.4968536,0.0,-9.80995430128,
8.83,0,698.31324818,50.4239837578,-0.668064902064,1.4968536,0.0,-9.80995441969,
8.84,0,698.816832645,50.3584465905,-0.668064910117,1.4968536,0.0,-9.80995453794,
8.85,0,699.31976174,50.2929094225,-0.66806491816,1.4968536,0.0,-9.80995465604,
8.86,0,699.822035462,50.2273722536,-0.668064926192,1.4968536,0.0,-9.80995477398,
8.87,0,700.323653813,50.1618350839,-0.668064934214,1.4968536,0.0,-9.80995489178,
8.88,0,700.824616792,50.0962979135,-0.668064942225,1.4968536,0.0,-9.80995500941,
8.89,0,701.3249244,50.0307607423,-0.668064950226,1.4968536,0.0,-9.8099551269,
8.9,0,701.824576635,49.9652235703,-0.668064958216,1.4968536,0.0,-9.80995524423,
8.91,0,702.323573499,49.8996863975,-0.668064966196,1.4968536,0.0,-9.80995536141,
8.92,0,702.821914992,49.8341492239,-0.668064974166,1.4968536,0.0,-9.80995547843,
8.93,0,703.319601112,49.7686120496,-0.668064982125,1.4968536,0.0,-9.8099555953,
8.94,0,703.816631861,49.7030748744,-0.668064990073,1.4968536,0.0,-9.80995571202,
8.95,0,704.313007238,49.6375376985,-0.668064998011,1.4968536,0.0,-9.80995582858,
8.96,0,704.808727243,49.5720005218,-0.668065005939,1.4968536,0.0,-9.80995594499,
8.97,0,705.303791876,49.5064633443,-0.668065013856,1.4968536,0.0,-9.80995606125,
8.98,0,705.798201138,49.4409261661,-0.668065021763,1.4968536,0.0,-9.80995617735,
8.99,0,706.291955028,49.3753889871,-0.668065029659,1.4968536,0.0,-9.8099562933,
9.0,0,706.785053546,49.3098518073,-0.668065037545,1.4968536,0.0,-9.8099564091,
9.01,0,707.277496692,49.2443146267,-0.66806504542,1.4968536,0.0,-9.80995652474,
9.02,0,707.769284467,49.1787774454,-0.668065053285,1.4968536,0.0,-9.80995664023,
