Time (s),X (m),Y (m),Velocity (m/s),Acceleration (g),Mass (kg),Thrust (N),Drag (custom),Comment
2.97,0,290.495020279,88.8286035083,-0.668058831386,1.4968536,0.0,-9.80986527703,
2.98,0,291.382650949,88.7630669362,-0.668058844909,1.4968536,0.0,-9.80986547561,
2.99,0,292.269626252,88.6975303629,-0.668058858422,1.4968536,0.0,-9.80986567403,
3.0,0,293.15594619,88.6319937882,-0.668058871925,1.4968536,0.0,-9.80986587231,
3.01,0,294.041610762,88.5664572122,-0.668058885418,1.4968536,0.0,-9.80986607045,
3.02,0,294.926619969,88.5009206349,-0.668058898901,1.4968536,0.0,-9.80986626844,
3.03,0,295.810973809,88.4353840563,-0.668058912375,1.4968536,0.0,-9.80986646628,
3.04,0,296.694672284,88.3698474763,-0.668058925838,1.4968536,0.0,-9.80986666397,
3.05,0,297.577715393,88.304310895,-0.668058939291,1.4968536,0.0,-9.80986686152,
3.06,0,298.460103136,88.2387743124,-0.668058952734,1.4968536,0.0,-9.80986705892,
3.07,0,299.341835513,88.1732377285,-0.668058966167,1.4968536,0.0,-9.80986725618,
3.08,0,300.222912525,88.1077011432,-0.668058979591,1.4968536,0.0,-9.80986745329,
3.09,0,301.10333417,88.0421645567,-0.668058993004,1.4968536,0.0,-9.80986765025,
3.1,0,301.98310045,87.9766279688,-0.668059006407,1.4968536,0.0,-9.80986784707,
3.11,0,302.862211364,87.9110913796,-0.668059019801,1.4968536,0.0,-9.80986804374,
3.12,0,303.740666912,87.8455547891,-0.668059033184,1.4968536,0.0,-9.80986824026,
3.13,0,304.618467094,87.7800181973,-0.668059046558,1.4968536,0.0,-9.80986843664,
3.14,0,305.49561191,87.7144816042,-0.668059059921,1.4968536,0.0,-9.80986863287,
3.15,0,306.37210136,87.6489450098,-0.668059073274,1.4968536,0.0,-9.80986882896,
3.16,0,307.247935444,87.583408414,-0.668059086618,1.4968536,0.0,-9.80986902489,
3.17,0,308.123114162,87.517871817,-0.668059099952,1.4968536,0.0,-9.80986922068,
3.18,0,308.997637514,87.4523352186,-0.668059113275,1.4968536,0.0,-9.80986941633,
3.19,0,309.871505501,87.3867986189,-0.668059126589,1.4968536,0.0,-9.80986961183,
3.2,0,310.744718121,87.321262018,-0.668059139892,1.4968536,0.0,-9.80986980718,
3.21,0,311.617275375,87.2557254157,-0.668059153186,1.4968536,0.0,-9.80987000239,
3.22,0,312.489177263,87.1901888121,-0.66805916647,1.4968536,0.0,-9.80987019744,
3.23,0,313.360423785,87.1246522072,-0.668059179743,1.4968536,0.0,-9.80987039236,
3.24,0,314.231014941,87.0591156011,-0.668059193007,1.4968536,0.0,-9.80987058712,
3.25,0,315.100950731,86.9935789936,-0.668059206261,1.4968536,0.0,-9.80987078174,
3.26,0,315.970231155,86.9280423848,-0.668059219505,1.4968536,0.0,-9.80987097622,
3.27,0,316.838856213,86.8625057747,-0.668059232738,1.4968536,0.0,-9.80987117054,
3.28,0,317.706825904,86.7969691633,-0.668059245962,1.4968536,0.0,-9.80987136472,
3.29,0,318.57414023,86.7314325506,-0.668059259176,1.4968536,0.0,-9.80987155876,
3.3,0,319.440799189,86.6658959367,-0.66805927238,1.4968536,0.0,-9.80987175265,
3.31,0,320.306802782,86.6003593214,-0.668059285574,1.4968536,0.0,-9.80987194639,
3.32,0,321.172151009,86.5348227048,-0.668059298758,1.4968536,0.0,-9.80987213998,
3.33,0,322.03684387,86.469286087,-0.668059311932,1.4968536,0.0,-9.80987233343,
3.34,0,322.900881365,86.4037494696,-0.668059289206,1.4968536,0.0,-9.80987199972,
3.35,0,323.764263494,86.3382128527,-0.668059302414,1.4968536,0.0,-9.80987219368,
3.36,0,324.626990256,86.2726762345,-0.668059315613,1.4968536,0.0,-9.80987238748,
3.37,0,325.489061652,86.207139615,-0.668059328801,1.4968536,0.0,-9.80987258114,
3.38,0,326.350477682,86.1416029942,-0.668059341979,1.4968536,0.0,-9.80987277465,
3.39,0,327.211238346,86.0760663721,-0.668059355148,1.4968536,0.0,-9.80987296802,
3.4,0,328.071343643,86.0105297487,-0.668059368306,1.4968536,0.0,-9.80987316124,
3.41,0,328.930793574,85.944993124,-0.668059381454,1.4968536,0.0,-9.80987335431,
3.42,0,329.789588139,85.879456498,-0.668059394593,1.4968536,0.0,-9.80987354724,
3.43,0,330.647727338,85.8139198708,-0.668059407721,1.4968536,0.0,-9.80987374001,
3.44,0,331.505211171,85.7483832422,-0.668059420839,1.4968536,0.0,-9.80987393264,
3.45,0,332.362039637,85.6828466124,-0.668059433948,1.4968536,0.0,-9.80987412513,
3.46,0,333.218212737,85.6173099813,-0.668059447046,1.4968536,0.0,-9.80987431746,
3.47,0,334.07373047,85.5517733489,-0.668059460134,1.4968536,0.0,-9.80987450965,
3.48,0,334.928592837,85.4862367152,-0.668059473212,1.4968536,0.0,-9.80987470169,
3.49,0,335.782799838,85.4207000803,-0.66805948628,1.4968536,0.0,-9.80987489359,
3.5,0,336.636351472,85.355163444,-0.668059499339,1.4968536,0.0,-9.80987508534,
3.51,0,337.48924774,85.2896268065,-0.668059512387,1.4968536,0.0,-9.80987527694,
3.52,0,338.341488642,85.2240901677,-0.668059525425,1.4968536,0.0,-9.80987546839,
3.53,0,339.193074177,85.1585535276,-0.668059538453,1.4968536,0.0,-9.8098756597,
3.54,0,340.044004346,85.0930168862,-0.668059551471,1.4968536,0.0,-9.80987585086,
3.55,0,340.894279149,85.0274802436,-0.668059564479,1.4968536,0.0,-9.80987604187,
3.56,0,341.743898585,84.9619435997,-0.668059577477,1.4968536,0.0,-9.80987623274,
3.57,0,342.592862654,84.8964069545,-0.668059590465,1.4968536,0.0,-9.80987642346,
3.58,0,343.441171357,84.830870308,-0.668059603443,1.4968536,0.0,-9.80987661403,
3.59,0,344.288824694,84.7653336603,-0.668059616412,1.4968536,0.0,-9.80987680445,
3.6,0,345.135822664,84.6997970113,-0.66805962937,1.4968536,0.0,-9.80987699473,
3.61,0,345.982165268,84.634260361,-0.668059642318,1.4968536,0.0,-9.80987718486,
3.62,0,346.827852505,84.5687237095,-0.668059655256,1.4968536,0.0,-9.80987737484,
3.63,0,347.672884375,84.5031870567,-0.668059668184,1.4968536,0.0,-9.80987756468,
3.64,0,348.517260879,84.4376504026,-0.668059681102,1.4968536,0.0,-9.80987775437,
3.65,0,349.360982017,84.3721137472,-0.66805969401,1.4968536,0.0,-9.80987794391,
3.66,0,350.204047788,84.3065770906,-0.668059706907,1.4968536,0.0,-9.80987813331,
3.67,0,351.046458192,84.2410404327,-0.668059719795,1.4968536,0.0,-9.80987832256,
3.68,0,351.88821323,84.1755037736,-0.668059732673,1.4968536,0.0,-9.80987851166,
3.69,0,352.729312901,84.1099671132,-0.668059745541,1.4968536,0.0,-9.80987870061,
3.7,0,353.569757205,84.0444304515,-0.668059758399,1.4968536,0.0,-9.80987888942,
3.71,0,354.409546143,83.9788937886,-0.668059771247,1.4968536,0.0,-9.80987907808,
3.72,0,355.248679715,83.9133571244,-0.668059784085,1.4968536,0.0,-9.80987926659,
3.73,0,356.087157919,83.847820459,-0.668059796913,1.4968536,0.0,-9.80987945496,
3.74,0,356.924980757,83.7822837923,-0.668059809731,1.4968536,0.0,-9.80987964317,
3.75,0,357.762148228,83.7167471243,-0.668059822538,1.4968536,0.0,-9.80987983125,
3.76,0,358.598660333,83.6512104551,-0.668059835336,1.4968536,0.0,-9.80988001917,
3.77,0,359.434517071,83.5856737846,-0.668059848124,1.4968536,0.0,-9.80988020695,
3.78,0,360.269718442,83.5201371129,-0.668059860902,1.4968536,0.0,-9.80988039458,
3.79,0,361.104264446,83.4546004399,-0.66805987367,1.4968536,0.0,-9.80988058206,
3.8,0,361.938155084,83.3890637657,-0.668059886427,1.4968536,0.0,-9.8098807694,
3.81,0,362.771390355,83.3235270902,-0.668059899175,1.4968536,0.0,-9.80988095659,
3.82,0,363.603970259,83.2579904134,-0.668059911913,1.4968536,0.0,-9.80988114363,
3.83,0,364.435894796,83.1924537355,-0.66805992464,1.4968536,0.0,-9.80988133053,
3.84,0,365.267163967,83.1269170562,-0.668059937358,1.4968536,0.0,-9.80988151727,
3.85,0,366.097777771,83.0613803757,-0.668059950066,1.4968536,0.0,-9.80988170388,
3.86,0,366.927736208,82.995843694,-0.668059962763,1.4968536,0.0,-9.80988189033,
3.87,0,367.757039278,82.9303070111,-0.668059975451,1.4968536,0.0,-9.80988207664,
3.88,0,368.585686981,82.8647703268,-0.668059988129,1.4968536,0.0,-9.8098822628,
3.89,0,369.413679317,82.7992336414,-0.668060000796,1.4968536,0.0,-9.80988244881,
3.9,0,370.241016287,82.7336969547,-0.668060013454,1.4968536,0.0,-9.80988263468,
3.91,0,371.06769789,82.6681602684,-0.668059992083,1.4968536,0.0,-9.80988232086,
3.92,0,371.893724125,82.6026235826,-0.668060004774,1.4968536,0.0,-9.80988250722,
3.93,0,372.719094994,82.5370868955,-0.668060017455,1.4968536,0.0,-9.80988269343,
3.94,0,373.543810496,82.4715502071,-0.668060030127,1.4968536,0.0,-9.8098828795,
3.95,0,374.367870632,82.4060135176,-0.668060042788,1.4968536,0.0,-9.80988306542,
3.96,0,375.1912754,82.3404768267,-0.668060055439,1.4968536,0.0,-9.80988325119,
3.97,0,376.014024801,82.2749401347,-0.66806006808,1.4968536,0.0,-9.80988343682,
3.98,0,376.836118836,82.2094034414,-0.668060080711,1.4968536,0.0,-9.80988362229,
3.99,0,377.657557503,82.1438667469,-0.668060093333,1.4968536,0.0,-9.80988380762,
4.0,0,378.478340804,82.0783300511,-0.668060105943,1.4968536,0.0,-9.80988399281,
4.01,0,379.298468737,82.0127933541,-0.668060118544,1.4968536,0.0,-9.80988417784,
4.02,0,380.117941304,81.9472566558,-0.668060131135,1.4968536,0.0,-9.80988436273,
4.03,0,380.936758503,81.8817199563,-0.668060143716,1.4968536,0.0,-9.80988454746,
4.04,0,381.754920336,81.8161832556,-0.668060156287,1.4968536,0.0,-9.80988473205,
4.05,0,382.572426801,81.7506465537,-0.668060168848,1.4968536,0.0,-9.8098849165,
4.06,0,383.3892779,81.6851098505,-0.668060181398,1.4968536,0.0,-9.80988510079,
4.07,0,384.205473631,81.6195731461,-0.668060193939,1.4968536,0.0,-9.80988528494,
4.08,0,385.021013996,81.5540364404,-0.668060206469,1.4968536,0.0,-9.80988546894,
4.09,0,385.835898993,81.4884997336,-0.66806021899,1.4968536,0.0,-9.80988565279,
4.1,0,386.650128623,81.4229630255,-0.6680602315,1.4968536,0.0,-9.8098858365,
4.11,0,387.463702886,81.3574263162,-0.668060244001,1.4968536,0.0,-9.80988602005,
4.12,0,388.276621783,81.2918896056,-0.668060256491,1.4968536,0.0,-9.80988620346,
4.13,0,389.088885311,81.2263528938,-0.668060268971,1.4968536,0.0,-9.80988638673,
4.14,0,389.900493473,81.1608161808,-0.668060281441,1.4968536,0.0,-9.80988656984,
4.15,0,390.711446268,81.0952794666,-0.668060293901,1.4968536,0.0,-9.80988675281,
4.16,0,391.521743695,81.0297427512,-0.668060306352,1.4968536,0.0,-9.80988693562,
4.17,0,392.331385756,80.9642060345,-0.668060318792,1.4968536,0.0,-9.8098871183,
4.18,0,393.140372449,80.8986693166,-0.668060331222,1.4968536,0.0,-9.80988730082,
4.19,0,393.948703775,80.8331325975,-0.668060343641,1.4968536,0.0,-9.80988748319,
4.2,0,394.756379734,80.7675958772,-0.668060356051,1.4968536,0.0,-9.80988766542,
4.21,0,395.563400325,80.7020591557,-0.668060368451,1.4968536,0.0,-9.8098878475,
4.22,0,396.36976555,80.6365224329,-0.668060380841,1.4968536,0.0,-9.80988802943,
4.23,0,397.175475407,80.5709857089,-0.66806039322,1.4968536,0.0,-9.80988821122,
4.24,0,397.980529897,80.5054489838,-0.66806040559,1.4968536,0.0,-9.80988839286,
4.25,0,398.784929019,80.4399122574,-0.66806041795,1.4968536,0.0,-9.80988857435,
4.26,0,399.588672774,80.3743755298,-0.668060430299,1.4968536,0.0,-9.80988875569,
4.27,0,400.391761162,80.3088388009,-0.668060442639,1.4968536,0.0,-9.80988893688,
4.28,0,401.194194183,80.2433020709,-0.668060454968,1.4968536,0.0,-9.80988911793,
4.29,0,401.995971837,80.1777653397,-0.668060467287,1.4968536,0.0,-9.80988929883,
4.3,0,402.797094123,80.1122286072,-0.668060479597,1.4968536,0.0,-9.80988947958,
4.31,0,403.597561041,80.0466918736,-0.668060491896,1.4968536,0.0,-9.80988966018,
4.32,0,404.397372593,79.9811551387,-0.668060504185,1.4968536,0.0,-9.80988984064,
4.33,0,405.196528777,79.9156184027,-0.668060516464,1.4968536,0.0,-9.80989002095,
4.34,0,405.995029593,79.8500816654,-0.668060528733,1.4968536,0.0,-9.80989020111,
4.35,0,406.792875043,79.7845449269,-0.668060540992,1.4968536,0.0,-9.80989038112,
4.36,0,407.590065125,79.7190081873,-0.668060553241,1.4968536,0.0,-9.80989056098,
4.37,0,408.386599839,79.6534714464,-0.66806056548,1.4968536,0.0,-9.8098907407,
4.38,0,409.182479186,79.5879347043,-0.668060577709,1.4968536,0.0,-9.80989092027,
4.39,0,409.977703166,79.522397961,-0.668060589928,1.4968536,0.0,-9.80989109969,
4.4,0,410.772271778,79.4568612166,-0.668060602136,1.4968536,0.0,-9.80989127897,
4.41,0,411.566185023,79.3913244709,-0.668060614335,1.4968536,0.0,-9.80989145809,
4.42,0,412.3594429,79.325787724,-0.668060626523,1.4968536,0.0,-9.80989163707,
4.43,0,413.15204541,79.260250976,-0.668060638702,1.4968536,0.0,-9.8098918159,
4.44,0,413.943992552,79.1947142267,-0.66806065087,1.4968536,0.0,-9.80989199459,
4.45,0,414.735284327,79.1291774763,-0.668060663029,1.4968536,0.0,-9.80989217312,
4.46,0,415.525920734,79.0636407246,-0.668060675177,1.4968536,0.0,-9.80989235151,
4.47,0,416.315901774,78.9981039718,-0.668060687316,1.4968536,0.0,-9.80989252975,
4.48,0,417.105227446,78.9325672178,-0.668060699444,1.4968536,0.0,-9.80989270784,
4.49,0,417.89389775,78.8670304641,-0.668060679482,1.4968536,0.0,-9.80989241473,
4.5,0,418.681912687,78.8014937109,-0.668060691644,1.4968536,0.0,-9.80989259331,
4.51,0,419.469272257,78.7359569564,-0.668060703795,1.4968536,0.0,-9.80989277174,
4.52,0,420.255976459,78.6704202008,-0.668060715936,1.4968536,0.0,-9.80989295002,
4.53,0,421.042025293,78.604883444,-0.668060728067,1.4968536,0.0,-9.80989312816,
4.54,0,421.82741876,78.539346686,-0.668060740188,1.4968536,0.0,-9.80989330614,
4.55,0,422.61215686,78.4738099268,-0.668060752299,1.4968536,0.0,-9.80989348398,
4.56,0,423.396239591,78.4082731664,-0.6680607644,1.4968536,0.0,-9.80989366167,
4.57,0,424.179666955,78.3427364048,-0.668060776491,1.4968536,0.0,-9.80989383921,
4.58,0,424.962438952,78.277199642,-0.668060788571,1.4968536,0.0,-9.8098940166,
4.59,0,425.744555581,78.2116628781,-0.668060800642,1.4968536,0.0,-9.80989419385,
4.6,0,426.526016842,78.1461261129,-0.668060812702,1.4968536,0.0,-9.80989437094,
4.61,0,427.306822735,78.0805893466,-0.668060824752,1.4968536,0.0,-9.80989454789,
4.62,0,428.086973261,78.0150525791,-0.668060836792,1.4968536,0.0,-9.80989472469,
4.63,0,428.866468419,77.9495158104,-0.668060848823,1.4968536,0.0,-9.80989490134,
4.64,0,429.645308209,77.8839790406,-0.668060860843,1.4968536,0.0,-9.80989507784,
4.65,0,430.423492632,77.8184422695,-0.668060872852,1.4968536,0.0,-9.8098952542,
4.66,0,431.201021687,77.7529054973,-0.668060884852,1.4968536,0.0,-9.8098954304,
4.67,0,431.977895374,77.6873687239,-0.668060896842,1.4968536,0.0,-9.80989560646,
4.68,0,432.754113694,77.6218319494,-0.668060908821,1.4968536,0.0,-9.80989578237,
4.69,0,433.529676646,77.5562951736,-0.668060920791,1.4968536,0.0,-9.80989595813,
4.7,0,434.30458423,77.4907583967,-0.66806093275,1.4968536,0.0,-9.80989613374,
4.71,0,435.078836446,77.4252216186,-0.668060944699,1.4968536,0.0,-9.80989630921,
4.72,0,435.852433294,77.3596848394,-0.668060956639,1.4968536,0.0,-9.80989648453,
4.73,0,436.625374775,77.2941480589,-0.668060968568,1.4968536,0.0,-9.80989665969,
4.74,0,437.397660887,77.2286112773,-0.668060980487,1.4968536,0.0,-9.80989683471,
4.75,0,438.169291632,77.1630744946,-0.668060992395,1.4968536,0.0,-9.80989700958,
4.76,0,438.94026701,77.0975377106,-0.668061004294,1.4968536,0.0,-9.80989718431,
4.77,0,439.710587019,77.0320009255,-0.668061016183,1.4968536,0.0,-9.80989735888,
4.78,0,440.48025166,76.9664641392,-0.668061028061,1.4968536,0.0,-9.80989753331,
4.79,0,441.249260934,76.9009273518,-0.66806103993,1.4968536,0.0,-9.80989770758,
4.8,0,442.017614839,76.8353905632,-0.668061051788,1.4968536,0.0,-9.80989788171,
4.81,0,442.785313377,76.7698537734,-0.668061063636,1.4968536,0.0,-9.80989805569,
4.82,0,443.552356547,76.7043169825,-0.668061075474,1.4968536,0.0,-9.80989822953,
4.83,0,444.318744349,76.6387801904,-0.668061087302,1.4968536,0.0,-9.80989840321,
4.84,0,445.084476783,76.5732433972,-0.66806109912,1.4968536,0.0,-9.80989857675,
4.85,0,445.849553849,76.5077066028,-0.668061110928,1.4968536,0.0,-9.80989875014,
4.86,0,446.613975547,76.4421698072,-0.668061122726,1.4968536,0.0,-9.80989892338,
4.87,0,447.377741877,76.3766330105,-0.668061134514,1.4968536,0.0,-9.80989909647,
4.88,0,448.140852839,76.3110962126,-0.668061146291,1.4968536,0.0,-9.80989926941,
4.89,0,448.903308433,76.2455594136,-0.668061158059,1.4968536,0.0,-9.8098994422,
4.9,0,449.665108659,76.1800226134,-0.668061169816,1.4968536,0.0,-9.80989961485,
4.91,0,450.426253517,76.1144858121,-0.668061181563,1.4968536,0.0,-9.80989978735,
4.92,0,451.186743008,76.0489490096,-0.6680611933,1.4968536,0.0,-9.8098999597,
4.93,0,451.94657713,75.983412206,-0.668061205027,1.4968536,0.0,-9.8099001319,
4.94,0,452.705755884,75.9178754012,-0.668061216744,1.4968536,0.0,-9.80990030395,
4.95,0,453.46427927,75.8523385952,-0.668061228451,1.4968536,0.0,-9.80990047585,
4.96,0,454.222147287,75.7868017882,-0.668061240148,1.4968536,0.0,-9.80990064761,
4.97,0,454.979359937,75.7212649799,-0.668061251834,1.4968536,0.0,-9.80990081922,
4.98,0,455.735917219,75.6557281706,-0.668061263511,1.4968536,0.0,-9.80990099068,
4.99,0,456.491819133,75.59019136,-0.668061275177,1.4968536,0.0,-9.80990116199,
5.0,0,457.247065678,75.5246545484,-0.668061286833,1.4968536,0.0,-9.80990133315,
5.01,0,458.001656855,75.4591177356,-0.66806129848,1.4968536,0.0,-9.80990150417,
5.02,0,458.755592665,75.3935809216,-0.668061310116,1.4968536,0.0,-9.80990167503,
5.03,0,459.508873106,75.3280441065,-0.668061321742,1.4968536,0.0,-9.80990184575,
5.04,0,460.261498179,75.2625072903,-0.668061333358,1.4968536,0.0,-9.80990201632,
5.05,0,461.013467883,75.1969704729,-0.668061344964,1.4968536,0.0,-9.80990218674,
5.06,0,461.76478222,75.1314336559,-0.668061326382,1.4968536,0.0,-9.80990191388,
5.07,0,462.515441188,75.0658968392,-0.66806133802,1.4968536,0.0,-9.80990208478,
5.08,0,463.265444788,75.0003600214,-0.668061349648,1.4968536,0.0,-9.80990225553,
5.09,0,464.014793021,74.9348232024,-0.668061361266,1.4968536,0.0,-9.80990242613,
5.1,0,464.763485884,74.8692863823,-0.668061372874,1.4968536,0.0,-9.80990259658,
5.11,0,465.51152338,74.803749561,-0.668061384471,1.4968536,0.0,-9.80990276688,
5.12,0,466.258905507,74.7382127386,-0.668061396059,1.4968536,0.0,-9.80990293703,
5.13,0,467.005632266,74.6726759151,-0.668061407636,1.4968536,0.0,-9.80990310703,
5.14,0,467.751703657,74.6071390905,-0.668061419203,1.4968536,0.0,-9.80990327688,
5.15,0,468.49711968,74.5416022647,-0.66806143076,1.4968536,0.0,-9.80990344659,
5.16,0,469.241880334,74.4760654378,-0.668061442307,1.4968536,0.0,-9.80990361614,
5.17,0,469.985985621,74.4105286097,-0.668061453844,1.4968536,0.0,-9.80990378555,
5.18,0,470.729435538,74.3449917805,-0.66806146537,1.4968536,0.0,-9.80990395481,
5.19,0,471.472230088,74.2794549502,-0.668061476887,1.4968536,0.0,-9.80990412392,
5.2,0,472.214369269,74.2139181187,-0.668061488393,1.4968536,0.0,-9.80990429288,
5.21,0,472.955853082,74.1483812862,-0.668061499889,1.4968536,0.0,-9.80990446169,
5.22,0,473.696681526,74.0828444525,-0.668061511375,1.4968536,0.0,-9.80990463035,
5.23,0,474.436854603,74.0173076176,-0.668061522851,1.4968536,0.0,-9.80990479886,
5.24,0,475.17637231,73.9517707817,-0.668061534316,1.4968536,0.0,-9.80990496722,
5.25,0,475.91523465,73.8862339446,-0.668061545772,1.4968536,0.0,-9.80990513544,
5.26,0,476.653441621,73.8206971064,-0.668061557217,1.4968536,0.0,-9.8099053035,
5.27,0,477.390993224,73.7551602671,-0.668061568652,1.4968536,0.0,-9.80990547142,
5.28,0,478.127889458,73.6896234266,-0.668061580078,1.4968536,0.0,-9.80990563919,
5.29,0,478.864130324,73.6240865851,-0.668061591493,1.4968536,0.0,-9.80990580681,
5.3,0,479.599715821,73.5585497424,-0.668061602897,1.4968536,0.0,-9.80990597428,
5.31,0,480.33464595,73.4930128986,-0.668061614292,1.4968536,0.0,-9.8099061416,
5.32,0,481.068920711,73.4274760537,-0.668061625676,1.4968536,0.0,-9.80990630877,
5.33,0,481.802540103,73.3619392076,-0.668061637051,1.4968536,0.0,-9.80990647579,
5.34,0,482.535504126,73.2964023605,-0.668061648415,1.4968536,0.0,-9.80990664266,
5.35,0,483.267812781,73.2308655122,-0.668061659769,1.4968536,0.0,-9.80990680939,
5.36,0,483.999466068,73.1653286628,-0.668061671113,1.4968536,0.0,-9.80990697596,
5.37,0,484.730463986,73.0997918123,-0.668061682447,1.4968536,0.0,-9.80990714239,
5.38,0,485.460806536,73.0342549607,-0.66806169377,1.4968536,0.0,-9.80990730867,
5.39,0,486.190493717,72.968718108,-0.668061705084,1.4968536,0.0,-9.8099074748,
5.4,0,486.919525529,72.9031812542,-0.668061716387,1.4968536,0.0,-9.80990764077,
5.41,0,487.647901973,72.8376443993,-0.66806172768,1.4968536,0.0,-9.8099078066,
5.42,0,488.375623049,72.7721075432,-0.668061738963,1.4968536,0.0,-9.80990797229,
5.43,0,489.102688756,72.7065706861,-0.668061750236,1.4968536,0.0,-9.80990813782,
5.44,0,489.829099094,72.6410338278,-0.668061761499,1.4968536,0.0,-9.8099083032,
5.45,0,490.554854064,72.5754969685,-0.668061772751,1.4968536,0.0,-9.80990846844,
5.46,0,491.279953665,72.509960108,-0.668061783994,1.4968536,0.0,-9.80990863352,
5.47,0,492.004397897,72.4444232465,-0.668061795226,1.4968536,0.0,-9.80990879846,
5.48,0,492.728186761,72.3788863838,-0.668061806448,1.4968536,0.0,-9.80990896325,
5.49,0,493.451320256,72.31334952,-0.66806181766,1.4968536,0.0,-9.80990912788,
5.5,0,494.173798383,72.2478126552,-0.668061828862,1.4968536,0.0,-9.80990929237,
5.51,0,494.895621141,72.1822757892,-0.668061840054,1.4968536,0.0,-9.80990945671,
5.52,0,495.61678853,72.1167389221,-0.668061851235,1.4968536,0.0,-9.8099096209,
5.53,0,496.33730055,72.051202054,-0.668061862407,1.4968536,0.0,-9.80990978495,
5.54,0,497.057157202,71.9856651847,-0.668061873568,1.4968536,0.0,-9.80990994884,
5.55,0,497.776358485,71.9201283144,-0.668061884719,1.4968536,0.0,-9.80991011258,
5.56,0,498.4949044,71.854591443,-0.66806189586,1.4968536,0.0,-9.80991027618,
5.57,0,499.212794946,71.7890545704,-0.668061906991,1.4968536,0.0,-9.80991043963,
5.58,0,499.930030123,71.7235176968,-0.668061918112,1.4968536,0.0,-9.80991060292,
5.59,0,500.646609931,71.6579808221,-0.668061929222,1.4968536,0.0,-9.80991076607,
5.6,0,501.36253437,71.5924439463,-0.668061940322,1.4968536,0.0,-9.80991092907,
5.61,0,502.077803441,71.5269070694,-0.668061951413,1.4968536,0.0,-9.80991109192,
5.62,0,502.792417143,71.4613701914,-0.668061962493,1.4968536,0.0,-9.80991125462,
5.63,0,503.506375476,71.3958333124,-0.668061973563,1.4968536,0.0,-9.80991141717,
5.64,0,504.21967844,71.3302964336,-0.668061956416,1.4968536,0.0,-9.80991116539,
5.65,0,504.932326036,71.2647595551,-0.668061967517,1.4968536,0.0,-9.8099113284,
5.66,0,505.644318263,71.1992226756,-0.668061978608,1.4968536,0.0,-9.80991149127,
5.67,0,506.355655121,71.1336857949,-0.668061989689,1.4968536,0.0,-9.80991165398,
5.68,0,507.06633661,71.0681489132,-0.66806200076,1.4968536,0.0,-9.80991181655,
5.69,0,507.77636273,71.0026120304,-0.668062011821,1.4968536,0.0,-9.80991197896,
5.7,0,508.485733481,70.9370751465,-0.668062022871,1.4968536,0.0,-9.80991214123,
5.71,0,509.194448864,70.8715382615,-0.668062033911,1.4968536,0.0,-9.80991230335,
5.72,0,509.902508878,70.8060013754,-0.668062044941,1.4968536,0.0,-9.80991246531,
5.73,0,510.609913523,70.7404644883,-0.668062055961,1.4968536,0.0,-9.80991262713,
5.74,0,511.316662799,70.6749276,-0.668062066971,1.4968536,0.0,-9.8099127888,
5.75,0,512.022756706,70.6093907107,-0.66806207797,1.4968536,0.0,-9.80991295031,
5.76,0,512.728195244,70.5438538204,-0.66806208896,1.4968536,0.0,-9.80991311168,
5.77,0,513.432978413,70.4783169289,-0.668062099939,1.4968536,0.0,-9.8099132729,
5.78,0,514.137106214,70.4127800363,-0.668062110908,1.4968536,0.0,-9.80991343397,
5.79,0,514.840578645,70.3472431427,-0.668062121866,1.4968536,0.0,-9.80991359488,
5.8,0,515.543395708,70.281706248,-0.668062132815,1.4968536,0.0,-9.80991375565,
5.81,0,516.245557401,70.2161693523,-0.668062143753,1.4968536,0.0,-9.80991391627,
5.82,0,516.947063726,70.1506324554,-0.668062154681,1.4968536,0.0,-9.80991407674,
5.83,0,517.647914681,70.0850955575,-0.668062165599,1.4968536,0.0,-9.80991423706,
5.84,0,518.348110268,70.0195586585,-0.668062176507,1.4968536,0.0,-9.80991439723,
5.85,0,519.047650485,69.9540217585,-0.668062187404,1.4968536,0.0,-9.80991455725,
5.86,0,519.746535334,69.8884848574,-0.668062198291,1.4968536,0.0,-9.80991471712,
5.87,0,520.444764814,69.8229479552,-0.668062209168,1.4968536,0.0,-9.80991487684,
5.88,0,521.142338924,69.7574110519,-0.668062220035,1.4968536,0.0,-9.80991503641,
5.89,0,521.839257666,69.6918741476,-0.668062230892,1.4968536,0.0,-9.80991519584,
5.9,0,522.535521038,69.6263372422,-0.668062241739,1.4968536,0.0,-9.80991535511,
5.91,0,523.231129041,69.5608003358,-0.668062252575,1.4968536,0.0,-9.80991551423,
5.92,0,523.926081676,69.4952634283,-0.668062263401,1.4968536,0.0,-9.8099156732,
5.93,0,524.620378941,69.4297265197,-0.668062274217,1.4968536,0.0,-9.80991583202,
5.94,0,525.314020837,69.3641896101,-0.668062285023,1.4968536,0.0,-9.8099159907,
5.95,0,526.007007364,69.2986526994,-0.668062295818,1.4968536,0.0,-9.80991614922,
5.96,0,526.699338522,69.2331157876,-0.668062306604,1.4968536,0.0,-9.80991630759,
5.97,0,527.39101431,69.1675788748,-0.668062317379,1.4968536,0.0,-9.80991646582,
5.98,0,528.08203473,69.102041961,-0.668062328144,1.4968536,0.0,-9.80991662389,
5.99,0,528.772399781,69.0365050461,-0.668062338899,1.4968536,0.0,-9.80991678182,
